project_id,donor,country_code_WB,region,colonial_relations,sector_code,office_presence,project_size_USD_calculated,startyear,completion_year,completion_year.1,evalyear,eval_lag,project_duration,external_evaluator,success
61,AfricanDB,AGO,Sub-Saharan Africa,No,310.0,0.0,6488027.5,2003,2011,2011,2011,28,3144,internal,1
65,AfricanDB,BEN,Sub-Saharan Africa,No,210.0,0.0,15112584.0,1996,2005,2005,2006,457,3202,internal,1
66,AfricanDB,BEN,Sub-Saharan Africa,No,160.0,0.0,1372915.8,1997,2006,2006,2009,960,3614,internal,0
67,AfricanDB,BEN,Sub-Saharan Africa,No,230.0,0.0,4886019.0,2000,2006,2006,2006,21,2288,internal,1
68,AfricanDB,BEN,Sub-Saharan Africa,No,160.0,0.0,8960464.0,1998,2006,2006,2009,994,3251,internal,0
69,AfricanDB,BEN,Sub-Saharan Africa,No,310.0,0.0,11413834.0,2000,2008,2008,2009,413,3020,internal,0
70,AfricanDB,BEN,Sub-Saharan Africa,No,430.0,0.0,22000000.0,2009,2010,2010,2012,367,596,internal,1
71,AfricanDB,BEN,Sub-Saharan Africa,No,160.0,0.0,12770902.0,2000,2010,2010,2011,442,3776,internal,0
72,AfricanDB,BEN,Sub-Saharan Africa,No,310.0,0.0,11981356.0,2002,2011,2011,2012,303,3601,internal,0
73,AfricanDB,BEN,Sub-Saharan Africa,No,160.0,0.0,2699518.3,2004,2011,2011,2011,138,2411,internal,1
74,AfricanDB,BEN,Sub-Saharan Africa,No,430.0,0.0,1937284.8,2005,2012,2012,2011,-472,2685,internal,0
75,AfricanDB,BEN,Sub-Saharan Africa,No,230.0,0.0,13150000.0,2004,2012,2012,2012,0,3276,internal,1
81,AfricanDB,BFA,Sub-Saharan Africa,No,430.0,0.0,25000000.0,2003,2004,2004,2006,675,344,internal,0
82,AfricanDB,BFA,Sub-Saharan Africa,No,430.0,0.0,15472744.0,2004,2006,2006,2006,-236,825,internal,0
83,AfricanDB,BFA,Sub-Saharan Africa,No,160.0,0.0,18347880.0,1997,2007,2007,2009,595,3769,internal,0
84,AfricanDB,BFA,Sub-Saharan Africa,No,430.0,0.0,2399360.3,2002,2008,2008,2009,539,2235,internal,0
85,AfricanDB,BFA,Sub-Saharan Africa,No,160.0,0.0,16753954.0,1999,2008,2008,2011,1065,3617,internal,0
86,AfricanDB,BFA,Sub-Saharan Africa,No,160.0,0.0,11110000.0,2000,2009,2009,2009,-102,3615,internal,1
87,AfricanDB,BFA,Sub-Saharan Africa,No,140.0,0.0,11980000.0,1998,2009,2009,2009,-15,4347,internal,1
88,AfricanDB,BFA,Sub-Saharan Africa,No,160.0,0.0,5269962.5,2003,2009,2009,2010,350,2113,internal,1
89,AfricanDB,BFA,Sub-Saharan Africa,No,310.0,0.0,12331831.0,2000,2009,2009,2010,387,3381,internal,0
90,AfricanDB,BFA,Sub-Saharan Africa,No,210.0,0.0,24722510.0,2001,2010,2010,2009,-410,3311,internal,0
91,AfricanDB,BFA,Sub-Saharan Africa,No,310.0,0.0,18182342.0,2001,2010,2010,2011,381,3318,internal,1
92,AfricanDB,BFA,Sub-Saharan Africa,No,210.0,0.0,18104940.0,2004,2010,2010,2011,350,2262,internal,0
93,AfricanDB,BFA,Sub-Saharan Africa,No,310.0,0.0,15841370.0,2003,2011,2011,2011,230,2962,internal,1
94,AfricanDB,BFA,Sub-Saharan Africa,No,430.0,0.0,10000000.0,2010,2011,2011,2011,16,343,internal,1
95,AfricanDB,BFA,Sub-Saharan Africa,No,140.0,0.0,23000580.0,2003,2011,2011,2012,428,2782,internal,1
96,AfricanDB,BFA,Sub-Saharan Africa,No,430.0,0.0,2740000.0,2006,2012,2012,2014,793,2053,internal,0
98,AfricanDB,BFA,Sub-Saharan Africa,No,430.0,0.0,50000000.0,2011,2013,2013,2014,244,827,internal,0
99,AfricanDB,BFA,Sub-Saharan Africa,No,140.0,0.0,565170.69,2008,2013,2013,2016,1372,1751,internal,1
100,AfricanDB,BFA,Sub-Saharan Africa,No,160.0,0.0,17891188.0,2003,2013,2013,2014,244,3773,internal,0
105,AfricanDB,BWA,Sub-Saharan Africa,No,430.0,0.0,1105501696.0,2009,2011,2011,2012,499,726,internal,1
108,AfricanDB,BDI,Sub-Saharan Africa,No,430.0,0.0,12000000.0,2008,2009,2009,2010,248,400,internal,1
109,AfricanDB,BDI,Sub-Saharan Africa,No,160.0,0.0,9518537.0,2005,2012,2012,2014,609,2910,internal,0
110,AfricanDB,BDI,Sub-Saharan Africa,No,430.0,0.0,8214885.5,2005,2012,2012,2006,-2029,2726,internal,0
111,AfricanDB,BDI,Sub-Saharan Africa,No,430.0,0.0,10000000.0,2010,2012,2012,2011,-381,765,internal,1
113,AfricanDB,BDI,Sub-Saharan Africa,No,430.0,0.0,7000000.0,2011,2013,2013,2012,-400,935,internal,1
117,AfricanDB,BDI,Sub-Saharan Africa,No,210.0,0.0,24100000.0,2011,2015,2015,2016,367,1741,internal,1
122,AfricanDB,CMR,Sub-Saharan Africa,No,430.0,0.0,20500000.0,2001,2004,2004,2005,221,1312,internal,0
123,AfricanDB,CMR,Sub-Saharan Africa,No,310.0,0.0,19598952.0,1998,2007,2007,2009,595,3310,internal,0
124,AfricanDB,CMR,Sub-Saharan Africa,No,430.0,0.0,3224947.3,2002,2010,2010,2010,-40,3241,internal,0
125,AfricanDB,CMR,Sub-Saharan Africa,No,310.0,0.0,16639807.0,2001,2010,2010,2010,110,3148,internal,0
126,AfricanDB,CMR,Sub-Saharan Africa,No,160.0,0.0,8926026.0,2000,2011,2011,2011,-215,4135,internal,0
127,AfricanDB,CMR,Sub-Saharan Africa,No,430.0,0.0,24918294.0,2007,2011,2011,2012,331,1465,internal,1
128,AfricanDB,CMR,Sub-Saharan Africa,No,160.0,0.0,11063539.0,2004,2012,2012,2014,630,3171,internal,0
132,AfricanDB,CMR,Sub-Saharan Africa,No,140.0,0.0,28490000.0,2006,2014,2014,2014,32,2998,internal,0
136,AfricanDB,CPV,Sub-Saharan Africa,No,430.0,0.0,2500000.0,2002,2003,2003,2007,1531,13,internal,0
137,AfricanDB,CPV,Sub-Saharan Africa,No,160.0,0.0,4213350.0,1997,2004,2004,2006,457,2774,internal,1
138,AfricanDB,CPV,Sub-Saharan Africa,No,430.0,0.0,2500000.0,2004,2005,2005,2007,437,446,internal,0
139,AfricanDB,CPV,Sub-Saharan Africa,No,310.0,0.0,7070882.5,2002,2010,2010,2011,350,2933,internal,1
140,AfricanDB,CPV,Sub-Saharan Africa,No,160.0,0.0,1035109.0,2004,2010,2010,2011,195,2272,internal,1
141,AfricanDB,CPV,Sub-Saharan Africa,No,430.0,0.0,5000000.0,2009,2011,2011,2012,186,905,internal,1
142,AfricanDB,CPV,Sub-Saharan Africa,No,430.0,0.0,19698224.0,2011,2012,2012,2014,609,389,internal,1
145,AfricanDB,CIV,Sub-Saharan Africa,No,430.0,0.0,15000000.0,2002,2004,2004,2005,345,878,internal,0
146,AfricanDB,CIV,Sub-Saharan Africa,No,430.0,0.0,83870000.0,2009,2009,2009,2010,265,300,internal,1
149,AfricanDB,CAF,Sub-Saharan Africa,No,430.0,0.0,6500000.0,2008,2009,2009,2011,416,426,internal,0
150,AfricanDB,CAF,Sub-Saharan Africa,No,430.0,0.0,3289785.3,2006,2011,2011,2010,-254,1774,internal,1
152,AfricanDB,TCD,Sub-Saharan Africa,No,430.0,0.0,8697877.0,2002,2004,2004,2005,9,1057,internal,0
153,AfricanDB,TCD,Sub-Saharan Africa,No,160.0,0.0,6289022.0,1997,2006,2006,2009,960,3370,internal,0
154,AfricanDB,TCD,Sub-Saharan Africa,No,310.0,0.0,22615104.0,1999,2009,2009,2009,17,3720,internal,0
155,AfricanDB,TCD,Sub-Saharan Africa,No,310.0,0.0,13470881.0,1998,2010,2010,2009,-501,4599,internal,0
156,AfricanDB,TCD,Sub-Saharan Africa,No,430.0,0.0,2767896.3,2005,2011,2011,2012,33,2198,internal,0
157,AfricanDB,TCD,Sub-Saharan Africa,No,140.0,0.0,413987.53,2008,2011,2011,2014,1281,1081,internal,1
158,AfricanDB,TCD,Sub-Saharan Africa,No,310.0,0.0,8999438.0,2001,2011,2011,2011,198,3388,internal,0
159,AfricanDB,TCD,Sub-Saharan Africa,No,160.0,0.0,6283833.0,2001,2011,2011,2012,606,3593,internal,1
160,AfricanDB,TCD,Sub-Saharan Africa,No,160.0,0.0,6523783.0,2001,2011,2011,2011,-107,3663,internal,0
161,AfricanDB,TCD,Sub-Saharan Africa,No,140.0,0.0,15190000.0,2006,2012,2012,2014,670,2196,internal,1
162,AfricanDB,TCD,Sub-Saharan Africa,No,310.0,0.0,15231016.0,2003,2012,2012,2012,121,3341,internal,0
163,AfricanDB,TCD,Sub-Saharan Africa,No,160.0,0.0,2057108.5,2004,2012,2012,2014,609,3141,internal,0
167,AfricanDB,COM,Sub-Saharan Africa,No,430.0,0.0,2000000.0,2009,2012,2012,2011,-197,1059,internal,1
168,AfricanDB,COM,Sub-Saharan Africa,No,430.0,0.0,2000000.0,2013,2014,2014,2014,63,523,internal,1
173,AfricanDB,COG,Sub-Saharan Africa,No,430.0,0.0,364562.5,2003,2008,2008,2009,290,1860,internal,0
174,AfricanDB,COG,Sub-Saharan Africa,No,430.0,0.0,2897139.0,2007,2011,2011,2011,138,1529,internal,0
176,AfricanDB,DJI,Middle East & North Africa,No,160.0,0.0,7250000.0,1998,2010,2010,2009,-288,4236,internal,0
177,AfricanDB,DJI,Middle East & North Africa,No,140.0,0.0,7549074.0,2008,2012,2012,2014,609,1792,internal,0
178,AfricanDB,DJI,Middle East & North Africa,No,160.0,0.0,4855762.5,2004,2013,2013,2014,428,3197,internal,1
183,AfricanDB,ZAR,Sub-Saharan Africa,No,430.0,0.0,2103328.5,2001,2008,2008,2009,351,2539,internal,1
184,AfricanDB,ZAR,Sub-Saharan Africa,No,430.0,0.0,46627404.0,2003,2009,2009,2006,-1216,2208,internal,0
185,AfricanDB,ZAR,Sub-Saharan Africa,No,430.0,0.0,65000000.0,2009,2010,2010,2011,319,444,internal,1
186,AfricanDB,ZAR,Sub-Saharan Africa,No,160.0,0.0,4668121.5,2004,2010,2010,2011,227,2350,internal,1
187,AfricanDB,ZAR,Sub-Saharan Africa,No,310.0,0.0,1886528.3,2006,2011,2011,2012,487,1723,internal,1
190,AfricanDB,ZAR,Sub-Saharan Africa,No,310.0,0.0,24778560.0,2004,2013,2013,2012,-152,3231,internal,1
196,AfricanDB,EGY,Middle East & North Africa,No,160.0,0.0,139000000.0,1998,2005,2005,2006,358,2856,internal,1
197,AfricanDB,EGY,Middle East & North Africa,No,310.0,0.0,18090030.0,2000,2007,2007,2009,746,2402,internal,0
198,AfricanDB,EGY,Middle East & North Africa,No,160.0,0.0,7614986.0,1998,2008,2008,2009,447,3768,internal,0
199,AfricanDB,EGY,Middle East & North Africa,No,310.0,0.0,23038598.0,1998,2009,2009,2009,48,4133,internal,0
200,AfricanDB,EGY,Middle East & North Africa,No,240.0,0.0,368500576.0,2006,2010,2010,2011,189,1311,internal,1
201,AfricanDB,EGY,Middle East & North Africa,No,230.0,0.0,137223632.0,2005,2012,2012,2014,793,2447,internal,1
202,AfricanDB,EGY,Middle East & North Africa,No,160.0,0.0,64887748.0,2006,2013,2013,2010,-1052,2530,internal,1
206,AfricanDB,EGY,Middle East & North Africa,No,160.0,0.0,85322248.0,2000,2017,2017,2009,-2813,6198,internal,0
208,AfricanDB,GNQ,Sub-Saharan Africa,No,160.0,0.0,2564606.3,1998,2007,2007,2009,717,3230,internal,0
212,AfricanDB,ERI,Sub-Saharan Africa,No,310.0,0.0,9148282.0,1997,2005,2005,2009,1294,3138,internal,0
213,AfricanDB,ERI,Sub-Saharan Africa,No,310.0,0.0,12841558.0,1998,2006,2006,2009,837,3240,internal,0
214,AfricanDB,ERI,Sub-Saharan Africa,No,310.0,0.0,11056300.0,1998,2007,2007,2009,747,3330,internal,0
215,AfricanDB,ERI,Sub-Saharan Africa,No,430.0,0.0,43900000.0,2001,2009,2009,2009,-136,3137,internal,0
217,AfricanDB,ETH,Sub-Saharan Africa,No,430.0,0.0,60000000.0,2005,2005,2005,2009,1292,331,internal,0
218,AfricanDB,ETH,Sub-Saharan Africa,No,160.0,0.0,22958498.0,1998,2009,2009,2010,350,4032,internal,0
219,AfricanDB,ETH,Sub-Saharan Africa,No,310.0,0.0,1148126.1,2004,2009,2009,2009,-102,1933,internal,0
220,AfricanDB,ETH,Sub-Saharan Africa,No,430.0,0.0,7885734.0,2001,2009,2009,2009,169,3036,internal,1
221,AfricanDB,ETH,Sub-Saharan Africa,No,160.0,0.0,35381152.0,1998,2009,2009,2010,137,4059,internal,0
222,AfricanDB,ETH,Sub-Saharan Africa,No,230.0,0.0,39893620.0,2002,2009,2009,2009,169,2665,internal,1
223,AfricanDB,ETH,Sub-Saharan Africa,No,140.0,0.0,440164.09,2006,2010,2010,2016,2152,1522,internal,0
224,AfricanDB,ETH,Sub-Saharan Africa,No,310.0,0.0,33075332.0,2003,2010,2010,2012,640,2636,internal,0
225,AfricanDB,ETH,Sub-Saharan Africa,No,310.0,0.0,35980712.0,2001,2011,2011,2012,336,3756,internal,0
226,AfricanDB,ETH,Sub-Saharan Africa,No,210.0,0.0,37592700.0,2001,2011,2011,2012,366,3697,internal,1
227,AfricanDB,ETH,Sub-Saharan Africa,No,430.0,0.0,110000000.0,2009,2011,2011,2012,345,1075,internal,1
228,AfricanDB,ETH,Sub-Saharan Africa,No,140.0,0.0,19224988.0,2002,2011,2011,2012,275,3340,internal,1
229,AfricanDB,ETH,Sub-Saharan Africa,No,210.0,0.0,25906892.0,2003,2012,2012,2016,1421,3367,internal,0
231,AfricanDB,ETH,Sub-Saharan Africa,No,140.0,0.0,89832000.0,2006,2014,2014,2016,976,2986,internal,1
234,AfricanDB,GAB,Sub-Saharan Africa,No,430.0,0.0,82544128.0,2004,2006,2006,2010,1538,810,internal,1
235,AfricanDB,GAB,Sub-Saharan Africa,No,160.0,0.0,16622915.0,1998,2010,2010,2012,696,4735,internal,1
238,AfricanDB,GAB,Sub-Saharan Africa,No,210.0,0.0,221449744.0,2007,2014,2014,2016,701,2624,internal,1
240,AfricanDB,GMB,Sub-Saharan Africa,No,310.0,0.0,8125719.5,1996,2005,2005,2009,1202,3298,internal,1
241,AfricanDB,GMB,Sub-Saharan Africa,No,430.0,0.0,678631.81,1999,2005,2005,2007,504,2535,internal,0
242,AfricanDB,GMB,Sub-Saharan Africa,No,160.0,0.0,3402230.0,1998,2006,2006,2006,106,2972,internal,0
243,AfricanDB,GMB,Sub-Saharan Africa,No,310.0,0.0,5723900.0,1999,2008,2008,2009,306,3264,internal,0
244,AfricanDB,GMB,Sub-Saharan Africa,No,310.0,0.0,3758258.8,2001,2009,2009,2014,1705,3268,internal,0
245,AfricanDB,GMB,Sub-Saharan Africa,No,160.0,0.0,6044541.0,2000,2010,2010,2010,-17,3934,internal,1
246,AfricanDB,GMB,Sub-Saharan Africa,No,160.0,0.0,11055694.0,2002,2010,2010,2011,399,2773,internal,1
247,AfricanDB,GMB,Sub-Saharan Africa,No,310.0,0.0,10959738.0,2004,2011,2011,2011,-178,2725,internal,1
248,AfricanDB,GMB,Sub-Saharan Africa,No,430.0,0.0,1400000.0,2008,2011,2011,2011,16,1270,internal,1
249,AfricanDB,GMB,Sub-Saharan Africa,No,310.0,0.0,6356995.0,2005,2011,2011,2012,275,2417,internal,0
250,AfricanDB,GMB,Sub-Saharan Africa,No,430.0,0.0,3000000.0,2009,2012,2012,2009,-1111,1424,internal,1
256,AfricanDB,GHA,Sub-Saharan Africa,No,430.0,0.0,38584144.0,2001,2002,2002,2007,1692,495,internal,0
257,AfricanDB,GHA,Sub-Saharan Africa,No,160.0,0.0,13573115.0,1997,2004,2004,2009,1628,2719,internal,1
258,AfricanDB,GHA,Sub-Saharan Africa,No,160.0,0.0,12295500.0,1998,2005,2005,2006,436,2589,internal,1
259,AfricanDB,GHA,Sub-Saharan Africa,No,430.0,0.0,34546024.0,2003,2005,2005,2007,505,787,internal,0
260,AfricanDB,GHA,Sub-Saharan Africa,No,240.0,0.0,4310512.0,2001,2007,2007,2011,1123,2489,internal,1
261,AfricanDB,GHA,Sub-Saharan Africa,No,210.0,0.0,21957882.0,2001,2007,2007,2009,656,2489,internal,1
262,AfricanDB,GHA,Sub-Saharan Africa,No,430.0,0.0,1671850.3,1999,2008,2008,2010,563,3640,internal,0
263,AfricanDB,GHA,Sub-Saharan Africa,No,430.0,0.0,3334627.5,2002,2008,2008,2009,290,2519,internal,1
264,AfricanDB,GHA,Sub-Saharan Africa,No,310.0,0.0,11509538.0,1998,2009,2009,2009,109,3989,internal,0
265,AfricanDB,GHA,Sub-Saharan Africa,No,210.0,0.0,9976251.0,1998,2009,2009,2009,349,3870,internal,1
266,AfricanDB,GHA,Sub-Saharan Africa,No,310.0,0.0,10690185.0,2001,2010,2010,2011,279,3493,internal,1
267,AfricanDB,GHA,Sub-Saharan Africa,No,310.0,0.0,17303986.0,1998,2010,2010,2011,387,4400,internal,1
268,AfricanDB,GHA,Sub-Saharan Africa,No,310.0,0.0,20488268.0,2002,2011,2011,2012,459,3254,internal,1
269,AfricanDB,GHA,Sub-Saharan Africa,No,310.0,0.0,11643704.0,2001,2011,2011,2012,276,3873,internal,0
270,AfricanDB,GHA,Sub-Saharan Africa,No,430.0,0.0,90000000.0,2008,2011,2011,2011,-107,1159,internal,1
271,AfricanDB,GHA,Sub-Saharan Africa,No,140.0,0.0,9818540.0,2004,2011,2011,2016,1788,2634,internal,1
272,AfricanDB,GHA,Sub-Saharan Africa,No,310.0,0.0,8603349.0,2003,2012,2012,2010,-510,3272,internal,1
274,AfricanDB,GHA,Sub-Saharan Africa,No,160.0,0.0,20361516.0,2005,2012,2012,2014,609,2595,internal,1
275,AfricanDB,GHA,Sub-Saharan Africa,No,160.0,0.0,18748576.0,2003,2013,2013,2014,519,3588,internal,0
284,AfricanDB,GNB,Sub-Saharan Africa,No,310.0,0.0,1208864.6,2001,2007,2007,2009,687,2108,internal,0
285,AfricanDB,GNB,Sub-Saharan Africa,No,430.0,0.0,1188093.1,2005,2010,2010,2011,350,2100,internal,0
286,AfricanDB,GNB,Sub-Saharan Africa,No,160.0,0.0,4579967.0,2001,2011,2011,2011,15,3539,internal,0
290,AfricanDB,GIN,Sub-Saharan Africa,No,310.0,0.0,6684169.5,1997,2001,2001,2009,2663,1795,internal,1
291,AfricanDB,GIN,Sub-Saharan Africa,No,430.0,0.0,12250000.0,2001,2003,2003,2005,530,817,internal,0
292,AfricanDB,GIN,Sub-Saharan Africa,No,310.0,0.0,5226358.5,2003,2010,2010,2011,167,2905,internal,0
293,AfricanDB,GIN,Sub-Saharan Africa,No,310.0,0.0,16912008.0,2002,2010,2010,2011,350,2944,internal,1
294,AfricanDB,GIN,Sub-Saharan Africa,No,310.0,0.0,10781373.0,2000,2010,2010,2011,411,3542,internal,0
295,AfricanDB,GIN,Sub-Saharan Africa,No,160.0,0.0,2929818.8,1998,2010,2010,2010,-54,4726,internal,1
296,AfricanDB,GIN,Sub-Saharan Africa,No,160.0,0.0,22217762.0,2001,2011,2011,2011,126,3370,internal,1
297,AfricanDB,GIN,Sub-Saharan Africa,No,310.0,0.0,5777669.5,2000,2011,2011,2011,198,3818,internal,0
298,AfricanDB,GIN,Sub-Saharan Africa,No,430.0,0.0,1559976.6,2006,2012,2012,2012,-35,2299,internal,0
299,AfricanDB,GIN,Sub-Saharan Africa,No,210.0,0.0,13990000.0,2005,2013,2013,2016,1066,3084,internal,1
300,AfricanDB,GIN,Sub-Saharan Africa,No,430.0,0.0,20000000.0,2011,2013,2013,2014,428,751,internal,1
301,AfricanDB,GIN,Sub-Saharan Africa,No,160.0,0.0,15600000.0,2005,2013,2013,2014,336,2992,internal,0
305,AfricanDB,KEN,Sub-Saharan Africa,No,430.0,0.0,8522510.0,1999,2002,2002,2004,705,1432,internal,1
306,AfricanDB,KEN,Sub-Saharan Africa,No,160.0,0.0,7393115.0,1998,2007,2007,2009,779,3267,internal,0
307,AfricanDB,KEN,Sub-Saharan Africa,No,210.0,0.0,19106912.0,2002,2010,2010,2012,731,3241,internal,0
308,AfricanDB,KEN,Sub-Saharan Africa,No,140.0,0.0,19551430.0,2004,2011,2011,2012,459,2488,internal,1
311,AfricanDB,KEN,Sub-Saharan Africa,No,140.0,0.0,52972052.0,2007,2015,2015,2016,449,2834,internal,1
313,AfricanDB,KEN,Sub-Saharan Africa,No,160.0,0.0,26059430.0,2004,2015,2015,2012,-932,3953,internal,1
314,AfricanDB,KEN,Sub-Saharan Africa,No,160.0,0.0,30752992.0,2004,2015,2015,2014,-486,4228,internal,0
319,AfricanDB,LBR,Sub-Saharan Africa,No,430.0,0.0,2881937.3,2006,2011,2011,2012,376,1832,internal,1
320,AfricanDB,LBR,Sub-Saharan Africa,No,140.0,0.0,1378724.8,2008,2011,2011,2016,1788,1389,internal,0
321,AfricanDB,LBR,Sub-Saharan Africa,No,430.0,0.0,9000000.0,2008,2012,2012,2009,-1111,1463,internal,1
326,AfricanDB,LSO,Sub-Saharan Africa,No,310.0,0.0,2783987.8,1999,2004,2004,2006,856,1895,internal,0
327,AfricanDB,LSO,Sub-Saharan Africa,No,210.0,0.0,4770000.0,2002,2005,2005,2009,1597,1020,internal,1
328,AfricanDB,LSO,Sub-Saharan Africa,No,430.0,0.0,7997628.5,2001,2006,2006,2009,927,2118,internal,0
329,AfricanDB,LSO,Sub-Saharan Africa,No,310.0,0.0,6084785.5,2001,2009,2009,2009,-15,3214,internal,0
330,AfricanDB,LSO,Sub-Saharan Africa,No,210.0,0.0,4359314.5,2007,2010,2010,2010,134,1161,internal,1
331,AfricanDB,LSO,Sub-Saharan Africa,No,430.0,0.0,682197.44,2005,2010,2010,2011,333,1780,internal,0
332,AfricanDB,LSO,Sub-Saharan Africa,No,430.0,0.0,6380000.0,2010,2011,2011,2011,198,406,internal,1
333,AfricanDB,LSO,Sub-Saharan Africa,No,160.0,0.0,7563931.0,2002,2012,2012,2014,944,3576,internal,0
338,AfricanDB,MRT,Sub-Saharan Africa,No,240.0,0.0,7386345.0,1996,1999,1999,2006,2266,1106,internal,0
339,AfricanDB,MRT,Sub-Saharan Africa,No,160.0,0.0,3763586.3,1997,2003,2003,2006,1060,2234,internal,1
340,AfricanDB,MRT,Sub-Saharan Africa,No,430.0,0.0,9944545.0,2001,2003,2003,2006,740,945,internal,0
341,AfricanDB,MRT,Sub-Saharan Africa,No,160.0,0.0,10804888.0,1999,2006,2006,2009,994,2812,internal,0
342,AfricanDB,MRT,Sub-Saharan Africa,No,160.0,0.0,6995007.5,1999,2006,2006,2011,1638,2662,internal,0
343,AfricanDB,MRT,Sub-Saharan Africa,No,310.0,0.0,5246665.0,2000,2009,2009,2010,503,3458,internal,1
344,AfricanDB,MRT,Sub-Saharan Africa,No,210.0,0.0,15573882.0,2003,2009,2009,2011,715,2407,internal,1
345,AfricanDB,MRT,Sub-Saharan Africa,No,140.0,0.0,9439388.0,2008,2010,2010,2011,197,779,internal,1
346,AfricanDB,MRT,Sub-Saharan Africa,No,310.0,0.0,5028554.5,2001,2010,2010,2010,-209,3612,internal,0
351,AfricanDB,MDG,Sub-Saharan Africa,No,430.0,0.0,15987426.0,2000,2004,2004,2006,916,1321,internal,0
352,AfricanDB,MDG,Sub-Saharan Africa,No,430.0,0.0,24982382.0,2003,2005,2005,2006,186,785,internal,0
353,AfricanDB,MDG,Sub-Saharan Africa,No,310.0,0.0,8734837.0,1998,2007,2007,2009,511,3301,internal,0
354,AfricanDB,MDG,Sub-Saharan Africa,No,210.0,0.0,9077662.0,2002,2008,2008,2009,350,2180,internal,1
355,AfricanDB,MDG,Sub-Saharan Africa,No,160.0,0.0,13661166.0,1999,2009,2009,2010,318,3824,internal,0
356,AfricanDB,MDG,Sub-Saharan Africa,No,160.0,0.0,11197924.0,1998,2009,2009,2011,409,4032,internal,0
357,AfricanDB,MDG,Sub-Saharan Africa,No,310.0,0.0,7024737.5,2001,2009,2009,2011,399,3159,internal,0
358,AfricanDB,MDG,Sub-Saharan Africa,No,140.0,0.0,8789635.0,2001,2010,2010,2012,640,3524,internal,1
359,AfricanDB,MDG,Sub-Saharan Africa,No,210.0,0.0,35512856.0,2004,2012,2012,2014,609,2953,internal,1
360,AfricanDB,MDG,Sub-Saharan Africa,No,430.0,0.0,6147368.5,2005,2012,2012,2012,30,2573,internal,1
361,AfricanDB,MDG,Sub-Saharan Africa,No,430.0,0.0,30000000.0,2008,2012,2012,2011,-719,1631,internal,0
370,AfricanDB,MUS,Sub-Saharan Africa,No,210.0,0.0,12870677.0,2001,2008,2008,2009,350,2599,internal,0
371,AfricanDB,MUS,Sub-Saharan Africa,No,430.0,0.0,22110034.0,2007,2010,2010,2009,-380,1324,internal,1
372,AfricanDB,MUS,Sub-Saharan Africa,No,140.0,0.0,58245936.0,2007,2013,2013,2014,244,2311,internal,0
373,AfricanDB,MUS,Sub-Saharan Africa,No,430.0,0.0,238788368.0,2009,2014,2014,2016,792,1695,internal,1
375,AfricanDB,MWI,Sub-Saharan Africa,No,430.0,0.0,10000000.0,1999,2000,2000,2006,2099,718,internal,0
376,AfricanDB,MWI,Sub-Saharan Africa,No,240.0,0.0,1346291.0,1998,2004,2004,2006,438,2549,internal,0
377,AfricanDB,MWI,Sub-Saharan Africa,No,430.0,0.0,647751.69,2001,2005,2005,2006,397,1619,internal,0
378,AfricanDB,MWI,Sub-Saharan Africa,No,160.0,0.0,13569916.0,1997,2005,2005,2009,1446,3138,internal,1
379,AfricanDB,MWI,Sub-Saharan Africa,No,160.0,0.0,9317668.0,2001,2007,2007,2009,718,2287,internal,1
380,AfricanDB,MWI,Sub-Saharan Africa,No,310.0,0.0,8526426.0,1998,2007,2007,2009,687,3321,internal,0
381,AfricanDB,MWI,Sub-Saharan Africa,No,160.0,0.0,10563158.0,1999,2007,2007,2009,535,3143,internal,0
382,AfricanDB,MWI,Sub-Saharan Africa,No,430.0,0.0,14890000.0,2007,2008,2008,2009,196,440,internal,0
383,AfricanDB,MWI,Sub-Saharan Africa,No,160.0,0.0,10874334.0,2002,2009,2009,2010,168,2643,internal,1
384,AfricanDB,MWI,Sub-Saharan Africa,No,310.0,0.0,7272458.5,1999,2009,2009,2009,107,3752,internal,0
385,AfricanDB,MWI,Sub-Saharan Africa,No,430.0,0.0,10000000.0,2009,2009,2009,2009,-75,272,internal,1
386,AfricanDB,MWI,Sub-Saharan Africa,No,140.0,0.0,9992782.0,2002,2009,2009,2010,383,2551,internal,1
387,AfricanDB,MWI,Sub-Saharan Africa,No,310.0,0.0,7416481.0,1999,2009,2009,2009,-136,4005,internal,0
388,AfricanDB,MWI,Sub-Saharan Africa,No,310.0,0.0,10234029.0,2000,2009,2009,2009,230,3337,internal,0
389,AfricanDB,MWI,Sub-Saharan Africa,No,310.0,0.0,5788683.0,1999,2009,2009,2009,139,3690,internal,0
390,AfricanDB,MWI,Sub-Saharan Africa,No,310.0,0.0,8487693.0,2003,2010,2010,2011,39,2797,internal,0
391,AfricanDB,MWI,Sub-Saharan Africa,No,160.0,0.0,16390322.0,2002,2010,2010,2011,258,2978,internal,1
392,AfricanDB,MWI,Sub-Saharan Africa,No,430.0,0.0,11546000.0,2010,2011,2011,2011,16,419,internal,1
393,AfricanDB,MWI,Sub-Saharan Africa,No,160.0,0.0,16660000.0,2006,2012,2012,2014,609,2358,internal,0
406,AfricanDB,MLI,Sub-Saharan Africa,No,160.0,0.0,13631303.0,1999,2005,2005,2009,1233,2419,internal,1
407,AfricanDB,MLI,Sub-Saharan Africa,No,430.0,0.0,1931918.6,2003,2008,2008,2009,566,1900,internal,0
